,label,review
1987,0,"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . "
10519,1,"if s&m seems like a strange route to true love , maybe it is , but it's to this film's ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves . "
3371,0,"to the vast majority of more casual filmgoers , it will probably be a talky bore . "
7907,1,a sentimental but entirely irresistible portrait of three aging sisters . 
2687,0,the cumulative effect of the relentless horror on parade numbs the movie's power as a work of drama . 
4711,0,"sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it . "
2286,0,this time kaufman's imagination has failed him . 
2366,0,julia is played with exasperating blandness by laura regan . 
2996,0,"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising . "
9618,1,"davis' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort . "
4893,0,"in gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz . "
10591,1,intriguing and stylish . 
4502,0,tv skit-com material fervently deposited on the big screen . 
7029,1,"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid . "
4021,0,"unless you come in to the film with a skateboard under your arm , you're going to feel like you weren't invited to the party . "
6016,1," . . . spiced with humor ( 'i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( silver's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around ) "
10598,1,the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate . 
7106,1,leguizamo and jones are both excellent and the rest of the cast is uniformly superb . 
4690,0,"this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama . he's just a sad aristocrat in tattered finery , and the film seems as deflated as he does . "
5733,1,an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief . 
5456,1,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world . "
9443,1,"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness . "
9930,1,"for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them . "
7815,1,"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia's true emotions . . . but at the very least , his secret life will leave you thinking . "
2574,0,it's exactly what you'd expect . 
7418,1,the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman's posthumously published cult novel . 
5081,0,it appears to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up . 
7390,1,"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house . "
8782,1,"is truth stranger than fiction ? in [screenwriter] charlie kaufman's world , truth and fiction are equally strange , and his for the taking . "
4188,0,rodriguez . . . was unable to reproduce the special spark between the characters that made the first film such a delight . 
904,0,"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket . "
48,0,everything is off . 
3549,0,"'[hopkins]doesn't so much phone in his performance as fax it . no , even that's too committed . he gets his secretary to fax it . "" "
4837,0,the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds . 
9019,1,the auteur's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug . 
5232,0,you'll just have your head in your hands wondering why lee's character didn't just go to a bank manager and save everyone the misery . 
1660,0,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . 
9299,1,"peppering this urban study with references to norwegian folktales , villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical . "
2390,0,a little too pat for its own good . 
240,0,"sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely . "
10403,1,that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace . 
2343,0,"scotland , pa . blurs the line between black comedy and black hole . "
6118,1,boisterous and daft documentary . 
